title,summary,published,arxiv_url,pdf_url
DBSCANクラスタリングアルゴリズムのバリエーションを使用して検出異常船の行動のためのアン代替メトリック,迅速かつ正確に船で異常な動作を特定する必要性が高まっています。本論文では、船舶の自動識別装置（AIS）のデータを与えられ、このような異常な動作を識別するために、密度ベースの空間クラスタリング騒音の中で（DBSCAN）アルゴリズムのバリエーションを適用します。 DBSCANアルゴリズムのこの変化は、以前に文献で導入されており、本研究では、我々が解明し、このアルゴリズムの数学的な詳細を探求し、より統計学的に有益以前に示唆した1よりも異常メトリック選択肢をご紹介します。,2020-06-02T20:39:02Z,http://arxiv.org/abs/2006.01936v1,http://arxiv.org/pdf/2006.01936v1
コンボリューション指数及び一般シルベスターフロー,本論文では、線形変換の指数を取ることによって、流れの線形ビルドに新しい方法を紹介します。この線形変換は、それ自体可逆である必要はなく、指数関数的には、以下の望ましい特性を持っている：可逆であることが保証され、その逆は、計算が簡単で、ログヤコビの行列式は線形変換のトレースに等しいです。重要な洞察は、畳み込み層の使用を可能にする、指数関数が暗黙的に計算することができるということです。この洞察を使用して、我々は彼らの根底にある変換のequivarianceを保持畳み込み指数とグラフコンボリューション指数という名前の新しい可逆変換を、開発しています。また、当社は、シルベスター・フロー一般化と畳み込みシルベスターは別変更として一般化し、コンボリューション指数に基づいているフロー提案します。経験的に、我々は示すこと畳み込み指数よりも優れCIFAR10グラフ畳み込み指数関数的に生成的フローの他の線形変換は、グラフ正規の性能が向上流れます。また、当社は、畳み込みシルベスターは、対数尤度で測定された生成流モデルとして残留流れよりもパフォーマンスを向上させるフローことを示しています。,2020-06-02T19:43:36Z,http://arxiv.org/abs/2006.01910v1,http://arxiv.org/pdf/2006.01910v1
ドロップアウトの不確実性とASRシステムでのオーディオの攻撃を検出,様々な敵対オーディオ攻撃は最近、自動音声認識（ASR）システムを欺くために開発されています。ここでは、ニューラルネットワークにドロップアウトにより導入された不確実性に基づいて、このような攻撃に対する防御を提案します。我々は、我々の防衛は、最先端のエンドツーエンドのASRシステムに最適化された摂動と周波数マスキングを介して作成攻撃を検知することが可能であることを示しています。さらに、防衛はノイズリダクションに免疫がある攻撃に対してロバストにすることができます。私たちは、それがシナリオの広い範囲で高い検出精度を実現することを示し、MozillaのCommonVoiceデータセット、UrbanSoundデータセット、およびLibriSpeechデータセットの抜粋に、私たちの防衛をテストします。,2020-06-02T19:40:38Z,http://arxiv.org/abs/2006.01906v1,http://arxiv.org/pdf/2006.01906v1
COVID-19 ECMO計画を臨床医を支援するウイルスや不特定肺炎で死亡リスクの予測,原因コロナウイルス病COVID-19への呼吸器合併症は、急性呼吸窮迫症候群（ARDS）へのウイルス性肺炎の重症急性呼吸器症候群（SARS-CoVの-2）からCOVID-19エスカレートの2020年、多くの場合、数十数千人の命のを主張しています死。体外膜状酸素（ECMO）は、機械的換気が生命を維持するのに不十分である場合に重症ARDSの患者のために使用することができる生命維持酸素と換気療法です。 ECMOのための早期の計画と外科的挿管は、生存率を向上させることができますが、臨床医は、リスクスコアの欠如は、これらの努力を妨げる報告しています。本研究では、レバレッジ機械学習技術は、ECMOのための亜集団の資格で死亡または代償不全のリスクが高いウイルスまたは不特定の肺炎と重症患者を強調するために使用PEERスコアを、開発します。 PEERスコアは二つの大きな、公に利用可能なクリティカルケアデータベースで検証し、少なくとも死亡率だけでなく、他の既存のリスクスコアを予測しています。低リスクおよび高リスクグループに私たちのコホートを階層化、我々は高リスク群はまた、昇圧剤や人工呼吸器の使用などの代償指標の高い割合を持っていることがわかります。最後に、PEERスコアは、患者のリスクの直接計算のためのノモグラムの形で提供されており、ECMOの対象とクリティカルケアの患者の間でハイライトアット・リスクの患者に使用することができます。,2020-06-02T19:30:29Z,http://arxiv.org/abs/2006.01898v1,http://arxiv.org/pdf/2006.01898v1
マルチタスク学習のための支店に学びます,1つの深いネットワークの収率で共同で複数のタスクを訓練することは、ネットワークの特定の層を共有することで、シングルタスクのカウンターパートの上に推論し、より良いパフォーマンス中の待ち時間を削減しました。しかし、ネットワーク上で共有することは誤ったタスクを横切って負知識移転を引き起こし、過剰一般化を強制することができました。以前の作品は、人間の直感やアドホック分岐構造のための事前計算タスクの関連性スコアに依存しています。彼らは次善の最終結果を提供し、多くの場合、試行錯誤のプロセスのために多大な努力が必要です。この作品では、我々は、自動化されたマルチタスク学習アルゴリズムを提示し、そのネットワーク内の共有や枝に、直接タスク間で複数の目的のために最適化された効果的なネットワークトポロジを設計する学習します。具体的には、ガンベル・ソフトマックスサンプリング手順としてツリー分岐動作をキャスト小説ツリー構造の設計空間を提案します。これは、エンドツーエンドのトレーニング可能である微分ネットワーク分割を可能にします。私たちは、制御合成データ、CelebA、およびTaskonomyに提案手法を検証します。,2020-06-02T19:23:21Z,http://arxiv.org/abs/2006.01895v1,http://arxiv.org/pdf/2006.01895v1
すべての推薦システムのための効率的なマニホールド密度推定,多くの教師なし表現の学習方法は、類似学習モデルのクラスに属します。様々なモダリティ特有のアプローチは、異なるタイプのデータのために存在するが、多くの方法のコアプロパティは、同様の入力の表現が近いいくつかの類似性関数の下にあるということです。簡潔リーマン多様体上の滑らかな確率密度を表すローカル類似の性質を有する任意のベクトル表現を利用してフレームワーク - 我々はEMDE（効率的なマニホールド密度推定）を提案します。我々の近似表現は、このようにニューラルネットワークを用いた治療に特に適している、固定サイズであることと、単純な添加compositionalityを有するの望ましい特性を有している - 両方の入力と出力形式として、効率的な条件付き推定を生成します。我々は一般化し、多様体上の条件、加重密度推定などのマルチモーダル勧告の問題を定式。我々のアプローチは、任意の推奨設定のための複数の相互作用の種類、データのモダリティだけでなく、相互作用の強さの些細な含めることが可能になります。トップ-Kおよびセッションベースの推奨設定の両方にEMDEを適用すると、我々は単峰とマルチモーダル設定の両方に複数のオープンデータセットに新しい最先端の成果を確立します。私たちは、アイテムコールドスタート問題のモデル化に特別な焦点を当てて、ソースコードや電子商取引の製品の購入の私たち自身の実世界のデータセットをリリース。,2020-06-02T19:20:20Z,http://arxiv.org/abs/2006.01894v2,http://arxiv.org/pdf/2006.01894v2
二次元MDLベースのヒストグラムによる教師なし離散化,教師なし離散化には多くの知識発見作業における重要なステップです。最小記述長（MDL）原理が、多次元のケースを用いて一次元データの局所的推論適応ヒストグラムのための最先端の方法は、はるかに少ない検討されている：現在の方法は、（もし時の寸法を1つずつ検討しますない独立）、適応サイズの長方形のセルに基づいて、離散化をもたらしています。残念ながら、このアプローチは望ましいよりも十分以上のセル（またはビン）からなる離散化での寸法及び/又は結果の間の依存性を特徴付けることができません。この問題に対処するために、我々は2次元データのはるかに柔軟なパーティションを可能にし、表現モデルクラスを提案します。我々は、正規化された最大尤度、精製MDLの形態に基づいて、モデル選択の問題を得るために、一次元の場合のために、当技術分野の状態を延長します。私たちのモデルクラスの柔軟性が広大な探索空間の代償として、我々はすべてのMDL原理を利用して、交互に各次元を分割して、隣接領域をマージしPALMという名前のヒューリスティックアルゴリズムを、ご紹介します。合成データ上の実験では、PALM 1）が正確に十分に大きなサンプルサイズが与えられると、モデルクラス（即ち、探索空間）内にあるグランドトゥルースパーティションを明らかにすることを示します。 2）ウェルモデルクラス外部パーティションの広い範囲を近似します。 3）最も近い競合IPDとは対照的に収束します。および4）は、パラメータを含まないにもかかわらず、サンプルサイズおよびデータの局所密度構造の両方に関して、自己適応です。最後に、我々はその現実の世界の可能性を実証するために、2つの地理的データセットへの私たちのアルゴリズムを適用します。,2020-06-02T19:19:49Z,http://arxiv.org/abs/2006.01893v1,http://arxiv.org/pdf/2006.01893v1
差分ニューラルネットワーク：偏微分方程式の高速予測,複雑なシステムの基本的な行動を発見することは、多くの科学・工学分野の重要なトピックです。本稿では、データから偏微分方程式を学ぶために、新しいニューラルネットワークのフレームワーク、有限差分ニューラルネットワーク（FDNet）を提案します。具体的には、私たちの提案する有限差分はネットワークが軌道データから、と繰り返しほんの数トレーニング可能パラメータを使用して、将来の動的挙動を推定する基礎となる規制する偏微分方程式を学ぶために設計されて触発しました。我々は、とし、ノイズ及び/又は強制することなく、熱方程式に私達のフレームワークの性能（予測力）を示し、そして前進オイラー法の我々の結果を比較します。また、我々はネットワークを訓練するためにヘッセフリーの信頼領域法を使用しての利点を示します。,2020-06-02T19:17:58Z,http://arxiv.org/abs/2006.01892v1,http://arxiv.org/pdf/2006.01892v1
大規模なランダムグラフ上のグラフ畳み込みネットワークのコンバージェンスと安定性,我々は、類似のカーネルに応じて描かれているノードがランダム潜在変数とエッジによって表されるランダムグラフの標準モデルに彼らの行動を解析することにより、グラフ畳み込みネットワーク（GCNS）の特性を研究します。これは、私たちは代わりに、より自然な幾何学的な側面を考慮することによって、このように非常に大きなグラフの同型のような個別の概念を扱うの困難を克服することができます。ノードの数が大きくなるにつれて私たちは、最初の彼らの継続的な対応にGCNSの収束を研究しています。我々の結果は、完全に非漸近的であり、ノード数に対数的に成長平均程度と比較的まばらなグラフのために有効です。私たちは、その後、ランダムグラフモデルの小さな変形にGCNSの安定性を分析します。個別の設定で安定性の以前の研究とは対照的に、当社の継続的なセットアップは、私たちは、ユークリッドのドメイン上の畳み込み表現の成功を説明するために有用であることが証明された理解の安定性のために、より直感的な変形ベースの指標を提供することができます。,2020-06-02T18:36:19Z,http://arxiv.org/abs/2006.01868v1,http://arxiv.org/pdf/2006.01868v1
専門家に延期することを学ぶための一貫性の推定量,これらのアルゴリズムを設計する際に、この事実はほとんど無視されたしかし、学習アルゴリズムは、多くの場合、現実的なシナリオでは、専門家の意思決定者と一緒に使用されています。本論文では、どちらかを予測または下流の専門家に決定を延期することを選択できる予測因子を学習する方法を探ります。専門家の意思決定のサンプルのみを考えると、我々は、分類器を学習に基づく手続きや拒絶を与え、理論的には、それを分析します。我々のアプローチは、我々は、クロスエントロピー損失を一般化し、コストに敏感な学習のための一貫性のある代理損失を与える敏感な学習の費用がかかるために小説化に基づいています。私たちは、実験のさまざまなタスクに我々のアプローチの有効性を示します。,2020-06-02T18:21:38Z,http://arxiv.org/abs/2006.01862v1,http://arxiv.org/pdf/2006.01862v1
カラテオドリの定理を経由して降下ベースの最適化アルゴリズムの高速化,私たちはCarath \ 'eodoryの定理を使用して勾配法に基づくアルゴリズムを高速化するための新しい手法を提案します。標準勾配降下アルゴリズムのケースでは、凸部の仮定の下でアプローチの理論的な収束を分析し、経験的にそのameliorationsを表示します。コアの貢献として、我々は、次に降下方法を調整ブロックに加速技術を適用することを示します。 LASSO正則化項付き最小二乗回帰の実験的比較は、ADAMとSAGアルゴリズムよりLASSOに著しく改善された性能を示します。,2020-06-02T17:52:59Z,http://arxiv.org/abs/2006.01819v1,http://arxiv.org/pdf/2006.01819v1
SaliencyMix：A顕著性の向上正則のためのデータ補強戦略ガイド,高度なデータ増強戦略は広く深い学習モデルの汎化能力を向上させることが検討されています。地域のドロップアウトは、ランダムに改善された正則化をもたらす、画像領域を除去することにより、より少ない判別部分に集中するモデルを案内人気の解決策の一つです。しかし、このような情報の除去は望ましくありません。一方、最近の戦略は、ランダムにカットして、拡張画像内の任意の無意味なピクセルを持つことなく、地域のドロップアウトの利点を享受するために、トレーニング画像間のパッチとそのラベルをミックスすることをお勧め。我々は、パッチのランダム選択は必ずしも対応するオブジェクトに関する情報を表し、それによって無益パッチが予期しない特徴の表現を学習するモデルを可能にすることに応じてラベルを混合しないことを主張します。したがって、我々は慎重に顕著性マップとミックスの助けを借り、より適切な特徴表現を学ぶためにモデルを導き、対象画像と、この指標パッチで代表画像パッチを選択することをSaliencyMixを提案します。 SaliencyMixはResNet-101アーキテクチャを使用ImageNet分類上の20.09パーセントの新しい最先端のトップ-1エラーを達成し、また、敵対摂動に対するモデルのロバスト性を向上させることができます。さらに、SaliencyMix訓練されたモデルは、物体検出性能を向上させることができます。,2020-06-02T17:18:34Z,http://arxiv.org/abs/2006.01791v1,http://arxiv.org/pdf/2006.01791v1
仮想観測による粗粒サロゲート及び執行物理的制約の半教師養成のための確率的生成モデル,きめの細かい、物理モデルのための安価なサロゲートのデータ中心の構造は、そのような不確実性の定量化など、多くのクエリタスクにおけるその重要な有用性に計算物理学の最前線に立ってきました。最近の努力は、シミュレーションデータとの組み合わせで、機械学習（例えば、深いニューラルネットワーク）のフィールドから実現技術の利点をとっています。このような戦略は、さらに高い次元の問題に有望であることが示されているが、それらは一般的にサロゲートの建設は、定義によって小さなデータの問題であっても、訓練大量のデータを必要とします。むしろ、データに基づく損失関数を用いるよりも、それ以外の場合はブラックボックスのような補間器のトレーニングにインビュードメイン知識するために、（選点で最も簡単な場合に）支配方程式を利用することが提案されています。本論文では、トレーニングの目的ならびに代用モデル自体の両方の物理的構造や情報を占める柔軟、確率的フレームワークを提供します。我々は、物理学から入手可能である等式（例えば残差、保存則）は、仮想観測として導入することができると可能性を介して追加情報を提供することが可能な確率（ベイジアン）モデルを提唱します。我々はさらに試みは低い次元の埋め込みの発見を促進するために、半教師付き方法で（すなわち、唯一の入力）の非標識データを利用することが可能な入力と出力の結合密度を学ぶために、1つ、すなわち生成モデルを提唱しますこれはそれにもかかわらず、きめ細かいモデルの出力を予測します。,2020-06-02T17:14:36Z,http://arxiv.org/abs/2006.01789v1,http://arxiv.org/pdf/2006.01789v1
サブサンプリングブートストラップ用ハイパーセレクション,大規模なデータ解析がますます普及なり、BLB（リトル・ブートストラップのバッグ）のようなメソッドをサブサンプリングすることは、大規模なデータの推定量の品質を評価するための強力なツールとして機能します。しかしながら、サブサンプリング方法の性能は非常にチューニングパラメータ（例えば、サブセットサイズ、サブセット当たりのリサンプリングの数）の選択によって影響されます。この記事では、サブサンプリング方法のためのチューニングパラメータを選択するために使用することができるハイパー選択方法を開発します。具体的には、慎重な理論解析により、我々は、様々なサブサンプリング推定量とそのハイパーの漸近効率の解析的にシンプルかつエレガントな関係を見つけます。ハイパーの最適な選択にこれがリード。具体的には、任意に指定されたハイパーセットのために、私たちは余分なCPU時間をコストとハイパーの新しいセットすることを向上させることができ、結果として得られる推定量の統計的効率が大幅に向上することができます。両方のシミュレーション研究及び実際のデータ解析は、我々の方法の優れた利点を示しています。,2020-06-02T17:10:45Z,http://arxiv.org/abs/2006.01786v1,http://arxiv.org/pdf/2006.01786v1
時間的に拡張ε-貪欲探査,強化学習（RL）で探査に関する最近の仕事は問題にますます複雑なソリューションのシリーズにつながっています。複雑さのこの増加は、多くの場合、一般性を犠牲にしています。最近の実証研究では、ドメインのより広範なセットに適用されたときに、いくつかの洗練された探査方法は、このような{\イプシロン} -greedyとして単純なカウンターパートで上回っている、ことを示唆しています。本稿では、ディザリング低減しつつ-greedy {\イプシロン}の単純性を保持探査アルゴリズムを提案します。 {\イプシロン} -greedy探査が局所最適解から脱出する能力を制限し、時間的持続性の欠如、あるの主な制限：私たちは、単純な仮説の上に構築します。我々は、単にランダムな期間にわたってサンプリングされたアクションを繰り返すことを{\イプシロン} -greedyの時間的に拡張形態を提案します。それは多くの期間ディストリビューションのために、これで十分でドメインの大規模なセットでの探査を改善するために、ことが判明しました。興味深いことに、分布のクラスは、行動の利回りに特に強いパフォーマンスを採餌動物の生態モデルに触発されました。,2020-06-02T17:02:55Z,http://arxiv.org/abs/2006.01782v1,http://arxiv.org/pdf/2006.01782v1
異なる気候で深いニューラルネットワークを使用して、毎日、参照蒸発散量のモデル化,参照蒸発散量（ET 0）の正確で信頼性の高い推定が灌漑や水資源管理のために不可欠です。 ET oは、その複雑なプロセスに予測することは困難です。この複雑さは、機械学習法を用いて解くことができます。この研究は、毎日ET 0を推定するための人工ニューラルネットワーク（ANN）と深いニューラルネットワーク（DNN）モデルのパフォーマンスを調査します。以前に提案されたANNとDNN方法が実現されており、それらの性能を比較しました。最大空気温度（T MAX）を含む6つの入力データ、最低空気温度（T min）で、日射（R N）、最大の相対湿度（RH MAX）、最小相対湿度（RH分）と風速（U 2）でありますトルコ1999-2018中4つの気象局（アダナ、アクサライ、イスパルタとNi \ U {G}デ）から使用。結果は、我々の提案DNNモデルは、前のANNとDNNのモデルに比べて推定O毎日ETのための十分な精度を達成していることを示しています。最良の性能は、0.9934の決意（R 2）の係数とアクサライにSELU活性化機能（P-DNN-SELU）を用いてDNNの提案モデルで観察されている、根平均二乗誤差（RMSE）0.2073及び平均絶対誤差（それぞれ0.1590のMAE）、。したがって、P-DNN-SELUモデルは、世界の他の気候帯中のO ETの推定のために推奨することができます。,2020-06-02T16:39:47Z,http://arxiv.org/abs/2006.01760v1,http://arxiv.org/pdf/2006.01760v1
確率ゼロ次の最適化で改善されたコンバージェンスのためのスパース摂動,確率的なゼロ次（SZO）メソッドへの関心が、最近、このような深いニューラルネットワークへの敵対ブラックボックス攻撃などのブラックボックス最適化シナリオに復活されました。 SZO方法は唯一のランダムな入力点で目的関数を評価する能力を必要とする、しかし、彼らの弱さが評価される関数の次元上での収束速度の依存性です。私たちは、学習時のランダム摂動の期待次元にこの係数を低減し、スパースSZO最適化手法を提案します。私たちは、目的関数や勾配のスパース性にどのような仮定をせずに非凸関数のための疎SZOの最適化のためのこの減少を正当化する証拠を与えます。また、高速トレーニング損失及び試験精度で収束し、緻密SZOに比べて疎SZOにおける真の勾配勾配近似の小さい距離を示しMNISTとCIFARにニューラルネットワークのための我々本実験結果。,2020-06-02T16:39:37Z,http://arxiv.org/abs/2006.01759v1,http://arxiv.org/pdf/2006.01759v1
離散対策のサポートを削減する確率アルゴリズム,$ N $原子上に支持離散確率測度と$ N $実数値関数のセットが与えられると、元の$の$ N + 1 $ N $原子のサブセットに支持され有している確率測度が存在します$ N $の各機能に対して統合同じ平均。複雑の巨大な削減で$ N \ GG N $この結果ならば。私たちは、負のコーンを介した重心の単純な幾何学的特性を与えると貪欲な幾何学的なサンプリング「」 ``で、この新しいメジャーを計算無作為化アルゴリズムを導出します。私たちは、その特性を研究し、合成および実世界のデータのベンチマークそれは$ N \ GG N $政権では非常に有益であり得ることを示します。,2020-06-02T16:38:36Z,http://arxiv.org/abs/2006.01757v1,http://arxiv.org/pdf/2006.01757v1
介入トリガ予測モデルのパフォーマンス・メトリックはモデルを使用してからの結果で期待されるの減少を反映していません,臨床研究者は、多くの場合、の中から選択し、混同行列に基づく標準的な機械学習のメトリックを使用して、リスク予測モデルを評価します。これらのモデルは、患者への介入を割り当てるために使用されている場合は、遡及的データから計算された標準的な指標のみ一定の仮定の下で（結果の減少の点で）モデルユーティリティに関連しています。予測は、（例えば、患者の遭遇に）時間にわたって繰り返し配信される場合、標準的な指標とユーティリティとの間の関係はさらに複雑になります。評価のいくつかの種類が文献で使用されているが、評価の対象は、各評価であるか明らかになっていません。私たちは、これらのアプローチを合成し、それらのそれぞれに推定されている内容を決定し、これらの見積りが有効であるかの仮定の下で議論します。私たちは、シミュレートされたデータを使用して洞察だけでなく、早期警戒システムの設計に使用される実際のデータを示しています。私たちの理論的・実証的な結果は、インターベンションデータのない評価は、意味のある量を推定し、強い仮定を必要とし、または最良のシナリオの境界を推定するに限定されていないのどちらかということを示しています。,2020-06-02T16:26:49Z,http://arxiv.org/abs/2006.01752v1,http://arxiv.org/pdf/2006.01752v1
投影された確率的勾配上昇を使用して、最適な環境を学びます,この作品では、我々は（確率的予測）グラデーションアセント（DESGA）との直接の環境の検索を呼び出すアルゴリズムに直接ポリシー検索アルゴリズムを一般化します。後者は共同で強化学習（RL）環境や環境と政策の共同仮説スペースにわたって最大期待リターンと政策を学ぶために使用することができます。我々は2つのベンチマーク上DESGAの性能を示します。まず、マス・春ダンパー（MSD）環境のパラメータ化のスペースを考慮してください。その後、我々は結果がの優れた性能を強調するなど太陽光発電パネル、蓄電池、構成部品の大きさや小規模および自律エネルギーシステム、すなわちAソーラーオフグリッドマイクログリッドの動作を、最適化するためのアルゴリズムを使用しますDESGAアルゴリズム。,2020-06-02T16:08:07Z,http://arxiv.org/abs/2006.01738v1,http://arxiv.org/pdf/2006.01738v1
ベイジアンアプローチを使用して最適な確率的能動学習に向けて,よく実行する機械学習モデルを訓練するために標識データを収集することは、多くのアプリケーションで重要な課題の一つです。高価なラベリング資源の効率的かつ効果的な配分によってラベリングコストを削減することで、能動学習を目指しています。本稿では、（1）直接誤分類誤差ゲインを最適化し、及び（2）不確実性に対処するためのクラス事後を決定する共役事前分布を導入することによって、ベイズアプローチを使用することを決定論的選択戦略を提案します。私たちの提案するモデル内の既存の選択戦略を再定式化することにより、我々は、現在の最先端の状態と、なぜこのリード我々のアプローチの優れた性能にでカバーされていない側面を説明することができます。データセットと異なるカーネルの多種多様で広範囲な実験は私たちの主張を検証します。,2020-06-02T15:59:42Z,http://arxiv.org/abs/2006.01732v1,http://arxiv.org/pdf/2006.01732v1
チャンネル蒸留：知識蒸留のためのチャネル・ワイズ注意,知識蒸留は、学生がより少ないパラメータと以下の計算の利点を有するように、学生のネットワークへの教師ネットワークによって学習データから知識を転送することであり、精度が近い教師です。本稿では、2つの転送蒸留戦略や損失減衰戦略を含む新しい蒸留法を提案します。最初の転送戦略はチャンネル蒸留（CD）と呼ばれるチャネル毎の関心に基づいています。 CDは生徒に教師からのチャネル情報を転送します。第二は、サポート技術情報蒸留（GKD）に案内されます。教師の模倣各サンプルの予測分布に学生を可能にする知識蒸留（KD）とは異なり、GKDは、教師の模倣正しい出力に学生を可能にします。最後の部分は、早期ディケイ教師（EDT）です。トレーニングプロセスの間に、我々は徐々に蒸留損失の重量を減衰します。目的は、徐々に最適化ではなく、教師を制御するために学生を有効にすることです。提案手法は、ImageNetとCIFAR100で評価されます。 ImageNetで、私たちは最先端の方法よりも優れResNet18でトップ-1エラーの27.68パーセントを達成します。 CIFAR100で、私たちは、生徒が教師を凌駕という驚くべき結果を達成します。コードはhttps://github.com/zhouzaida/channel-distillationで入手可能です。,2020-06-02T14:59:50Z,http://arxiv.org/abs/2006.01683v1,http://arxiv.org/pdf/2006.01683v1
まばらな機能の半教師あり学習のための一般化線形合同訓練されたフレームワーク,弾性ネットは一般に献上最大尤介し線形モデル推定を一般教師付きの問題に関連した正則化アルゴリズムの最も広く使用されるタイプ、の間です。その素敵なプロパティは$ \ ell_1 $の組み合わせに由来し、$ \ ell_2 $規範、考慮に入れ、それらの間の相関を取って変数を選択する能力を、このメソッドを付与され。ここ数年では、両方のラベルとラベルなしデータを使用する半教師のアプローチは、統計的研究における重要な要素となっています。この関心にもかかわらず、しかし、いくつかの研究は半教師弾性ネットの拡張を検討しました。この論文を発表一般化線形モデル推定の文脈における疎な特徴の半教師付き学習のための新規な解決策：弾性ネット法を監督延び一般半教師弾性ネット（s2net）、一般的な数学的定式化それとカバーは、両方の回帰と分類の問題が、これらに限定されません。我々はRでs2netための柔軟かつ迅速な実装を開発し、その利点は、両方の実際の合成データセットを使用して示されています。,2020-06-02T14:44:48Z,http://arxiv.org/abs/2006.01671v1,http://arxiv.org/pdf/2006.01671v1
区分的線形力学系の変分推論と学習,データの時間的挙動をモデル化することは、多くの科学技術分野における原始重要です。ベースライン方法は、動的な観察の両方のモデルは線形ガウスモデルに従うと仮定しています。ノンリニアの拡張機能は、難治ソルバーにつながります。いくつかの線形モデル、またはモデルの線形区分を検討する、と理由ガウス成分の数が指数関数的に爆発のも難治性である切替機構、それらを組み合わせることも可能です。本稿では、区分的線形ダイナミックシステムの変分近似を提案します。我々は、フィルタとして、または滑らかして用いることができる変分EMアルゴリズムの導出の詳細を提供します。我々は、モデルのパラメータは、2つのセット、静的（または観測パラメータ）のセットと動的パラメータのセットに分割することができることを示しています。即時の結果は、前者セットがラインオフし、線形モデルの数（またはスイッチング変数の状態数）がモデル選択に基づいて学習することができることを推測することができるということです。私たちは、視覚追跡の問題に提案手法を適用し、頭部姿勢推定の問題に適用され、私たちは徹底的に、いくつかの視覚的なトラッカーで私たちのアルゴリズムを比較します。,2020-06-02T14:40:35Z,http://arxiv.org/abs/2006.01668v1,http://arxiv.org/pdf/2006.01668v1
ニューラルネットワークとSurprisal・トリガ条件付き計算,自己回帰ニューラルネットワークモデルは、シーケンス生成、特徴抽出、および仮説スコアリングのために首尾よく使用されています。本論文のプレゼントはまだこれらのモデルのための別の使用：より困難入力に多くの計算を割り当てます。我々のモデルでは、自己回帰モデルは、特徴を抽出するために、入力観測の流れの中での観測を予測するための両方に使用されます。自己回帰モデルによると、現在の観測の負の対数尤度として測定された入力のsurprisalは、入力された難易度の尺度として使用されます。これは、順番に、使用されている小型、高速ネットワーク、あるいは大きな、遅いネットワークかどうかを決定します。 2つの音声認識タスクの実験は、我々のモデルは、大きなネットワークが常に15％少ないプで使用されているベースラインのパフォーマンスを一致させることができることを示しています。,2020-06-02T14:34:24Z,http://arxiv.org/abs/2006.01659v1,http://arxiv.org/pdf/2006.01659v1
モデルのパフォーマンスのための解釈のメタメジャー,モデルの性能を評価するための対策は、機械学習に重要な役割を果たしています。しかし、最も一般的な業績指標にはいくつかの制限を共有しています。二つのモデルのパフォーマンスの違いはない確率的な解釈を持たず、それらは有意な改善を表しているかどうかを示すために何の基準点は存在しません。詳細は何ですか、それはデータセットとの間のこのような違いを比較しても意味がありません。この記事では、我々はエロベースの予測精度（EPP）という名前の性能評価のための新しいメタ対策をご紹介します。 EPPのスコアの差は、確率論的な解釈を持っており、直接のデータセット間で比較することができます。私たちは、EPPの数学的な性質を証明し、30分類データセットの〜大規模なベンチマークの実証結果とそれらをサポートしています。最後に、我々は、MLのベンチマークを越えて選択メタ学習の問題や課題にEPPの用途を示しています。,2020-06-02T14:10:13Z,http://arxiv.org/abs/2006.02293v1,http://arxiv.org/pdf/2006.02293v1
マルチプニューラルネットワークへの非公式の紹介,人工ニューロンでは、私は一般平均の異なる例をエミュレートすることが加重レーマーの平均値との内積を交換してください。単一ニューロンインスタンスが同一の平均量を有するニューロンの多重によって置き換えられます。出力のグループは、単一のスカラーの代わりに、フィードフォワード。一般パラメータは、典型的には、多重の各ニューロンごとに異なる値に設定されています。私はさらにジニ平均値から取られた多重に概念を拡張します。重みパラメータに対する所与される2つの一般パラメータに対する誘導体。ネットワークの一部のプロパティは2層に有機的、古典的な排他的論理和の問題をエミュレートし、いくつかの乗算や除算を実行する能力を示す、調査しています。ネットワークパラメータが制約されていれば、近似異なる機能に使用することができる切り捨て級数および変異体をインスタンス化することができます。また、平均場合勾配スコアは、選択された元素の均質性に基づいて、学習速度の新規性を容易にすることができる誘導されます。多重ニューロン方程式は、セグメント正則化時間枠とアプローチへの道を提供します。,2020-06-02T13:46:32Z,http://arxiv.org/abs/2006.01606v1,http://arxiv.org/pdf/2006.01606v1
委員会ニューラルネットワークの電位は、汎化誤差を制御し、能動的な学習を可能にします,それもその委員会のモデルは、精度を向上させる汎化誤差の推定値を提供し、能動的な学習戦略を可能にする機械学習の分野でよく知られています。本研究では、人工ニューラルネットワークに基づいて原子間ポテンシャルにこれらの概念を適応させます。代わりに、単一のモデル、同じ原子環境記述子を共有する複数のモデルは、個々のメンバー、ならびに委員会不一致の形で一般化誤差の尺度を凌駕その平均値を得ました。私たちは、能動学習手順でモデルのトレーニングセットを構築するために最も関連性の高い構成を識別するために、この不一致を使用するだけでなく、汎化誤差を制御するために、シミュレーション中にそれを監視し、バイアスはないだけ。最小の第一原理計算の数を維持しながらこれは、委員会のニューラルネットワークのポテンシャルとそのトレーニングセットの適応の開発を容易にします。この方法の利点を説明するために、我々は、凝縮相における水のための委員会のモデルの開発に適用します。シミュレーションイニシオ、単一の基準ABから始めて、我々は新しい状態ポイントに拡大し、核の量子的な性質を記述するために能動学習を使用します。全ての核の量子効果を含む -  814の基準計算に訓練された最終的なモデルは、液体の氷の異なる相に周囲と高温および圧力で水、および空気 - 水界面からの条件の範囲の下で優れた結果をもたらします。ここで紹介する方法は、システムの広範囲の堅牢な機械学習モデルの体系的な開発を可能にします。,2020-06-02T12:01:10Z,http://arxiv.org/abs/2006.01541v1,http://arxiv.org/pdf/2006.01541v1
